date,family,demand,data_type,best_model
2016-12-06,BEVERAGES,49200.0,Actual,Historical
2016-12-06,PRODUCE,34341.723,Actual,Historical
2016-12-07,GROCERY I,49127.0,Actual,Historical
2016-12-07,BEVERAGES,39364.0,Actual,Historical
2016-12-07,PRODUCE,46418.489,Actual,Historical
2016-12-08,GROCERY I,41306.0,Actual,Historical
2016-12-08,BEVERAGES,29595.0,Actual,Historical
2016-12-08,PRODUCE,24067.16,Actual,Historical
2016-12-09,GROCERY I,46979.0,Actual,Historical
2016-12-09,BEVERAGES,38685.0,Actual,Historical
2016-12-09,PRODUCE,29691.145,Actual,Historical
2016-12-10,GROCERY I,57058.0,Actual,Historical
2016-12-10,BEVERAGES,47375.0,Actual,Historical
2016-12-10,PRODUCE,33373.428,Actual,Historical
2016-12-11,GROCERY I,68112.0,Actual,Historical
2016-12-11,BEVERAGES,58298.0,Actual,Historical
2016-12-11,PRODUCE,41811.651,Actual,Historical
2016-12-12,GROCERY I,51963.0,Actual,Historical
2016-12-12,BEVERAGES,34128.0,Actual,Historical
2016-12-12,PRODUCE,29741.748,Actual,Historical
2016-12-13,GROCERY I,49406.0,Actual,Historical
2016-12-13,BEVERAGES,28862.0,Actual,Historical
2016-12-13,PRODUCE,24796.974,Actual,Historical
2016-12-14,GROCERY I,54024.0,Actual,Historical
2016-12-14,BEVERAGES,34680.0,Actual,Historical
2016-12-14,PRODUCE,43285.464,Actual,Historical
2016-12-15,GROCERY I,44458.0,Actual,Historical
2016-12-15,BEVERAGES,28922.0,Actual,Historical
2016-12-15,PRODUCE,25105.345,Actual,Historical
2016-12-16,GROCERY I,53777.0,Actual,Historical
2016-12-16,BEVERAGES,37678.0,Actual,Historical
2016-12-16,PRODUCE,33482.341,Actual,Historical
2016-12-17,GROCERY I,67544.0,Actual,Historical
2016-12-17,BEVERAGES,50939.0,Actual,Historical
2016-12-17,PRODUCE,38029.842,Actual,Historical
2016-12-18,GROCERY I,85004.0,Actual,Historical
2016-12-18,BEVERAGES,59706.0,Actual,Historical
2016-12-18,PRODUCE,44649.233,Actual,Historical
2016-12-19,GROCERY I,73781.0,Actual,Historical
2016-12-19,BEVERAGES,41381.0,Actual,Historical
2016-12-19,PRODUCE,35987.854,Actual,Historical
2016-12-20,GROCERY I,78983.0,Actual,Historical
2016-12-20,BEVERAGES,37540.0,Actual,Historical
2016-12-20,PRODUCE,32357.916,Actual,Historical
2016-12-21,GROCERY I,73683.0,Actual,Historical
2016-12-21,BEVERAGES,40228.0,Actual,Historical
2016-12-21,PRODUCE,52574.948,Actual,Historical
2016-12-22,GROCERY I,68296.0,Actual,Historical
2016-12-22,BEVERAGES,38704.0,Actual,Historical
2016-12-22,PRODUCE,38649.872,Actual,Historical
2016-12-23,GROCERY I,72220.0,Actual,Historical
2016-12-23,BEVERAGES,44963.0,Actual,Historical
2016-12-23,PRODUCE,46887.905,Actual,Historical
2016-12-24,GROCERY I,61468.0,Actual,Historical
2016-12-24,BEVERAGES,39878.0,Actual,Historical
2016-12-24,PRODUCE,41942.664,Actual,Historical
2016-12-25,GROCERY I,0.0,Actual,Historical
2016-12-25,BEVERAGES,0.0,Actual,Historical
2016-12-25,PRODUCE,0.0,Actual,Historical
2016-12-26,GROCERY I,62914.0,Actual,Historical
2016-12-26,BEVERAGES,55284.0,Actual,Historical
2016-12-26,PRODUCE,39971.919,Actual,Historical
2016-12-27,GROCERY I,44101.0,Actual,Historical
2016-12-27,BEVERAGES,41193.0,Actual,Historical
2016-12-27,PRODUCE,32220.609,Actual,Historical
2016-12-28,GROCERY I,49868.0,Actual,Historical
2016-12-28,BEVERAGES,45366.0,Actual,Historical
2016-12-28,PRODUCE,46339.512,Actual,Historical
2016-12-29,GROCERY I,46485.0,Actual,Historical
2016-12-29,BEVERAGES,42903.0,Actual,Historical
2016-12-29,PRODUCE,35434.967,Actual,Historical
2016-12-30,GROCERY I,62248.0,Actual,Historical
2016-12-30,BEVERAGES,57794.0,Actual,Historical
2016-12-30,PRODUCE,49141.794,Actual,Historical
2016-12-31,GROCERY I,46639.0,Actual,Historical
2016-12-31,BEVERAGES,49976.0,Actual,Historical
2016-12-31,PRODUCE,42485.347,Actual,Historical
2017-01-01,GROCERY I,1998.0,Actual,Historical
2017-01-01,BEVERAGES,4008.0,Actual,Historical
2017-01-01,PRODUCE,1682.844,Actual,Historical
2017-01-02,GROCERY I,81776.0,Actual,Historical
2017-01-02,BEVERAGES,79598.0,Actual,Historical
2017-01-02,PRODUCE,56344.214,Actual,Historical
2017-01-03,GROCERY I,57206.0,Actual,Historical
2017-01-03,BEVERAGES,51077.0,Actual,Historical
2017-01-03,PRODUCE,45642.796,Actual,Historical
2017-01-04,GROCERY I,52267.0,Actual,Historical
2017-01-04,BEVERAGES,44789.0,Actual,Historical
2017-01-04,PRODUCE,51807.511,Actual,Historical
2017-01-05,GROCERY I,41553.0,Actual,Historical
2017-01-05,BEVERAGES,37068.0,Actual,Historical
2017-01-05,PRODUCE,29263.73,Actual,Historical
2017-01-06,GROCERY I,49167.0,Actual,Historical
2017-01-06,BEVERAGES,42688.0,Actual,Historical
2017-01-06,PRODUCE,35296.885,Actual,Historical
2017-01-07,GROCERY I,64901.0,Actual,Historical
2017-01-07,BEVERAGES,63174.0,Actual,Historical
2017-01-07,PRODUCE,43017.037,Actual,Historical
2017-01-08,GROCERY I,69504.0,Actual,Historical
2017-01-08,BEVERAGES,71159.0,Actual,Historical
2017-01-08,PRODUCE,47448.722,Actual,Historical
2017-01-09,GROCERY I,43448.0,Actual,Historical
2017-01-09,BEVERAGES,39933.0,Actual,Historical
2017-01-09,PRODUCE,30368.56,Actual,Historical
2017-01-10,GROCERY I,36441.0,Actual,Historical
2017-01-10,BEVERAGES,33208.0,Actual,Historical
2017-01-10,PRODUCE,25991.0,Actual,Historical
2017-01-11,GROCERY I,41909.0,Actual,Historical
2017-01-11,BEVERAGES,36996.0,Actual,Historical
2017-01-11,PRODUCE,46996.765,Actual,Historical
2017-01-12,GROCERY I,31562.0,Actual,Historical
2017-01-12,BEVERAGES,30885.0,Actual,Historical
2017-01-12,PRODUCE,25545.957,Actual,Historical
2017-01-13,GROCERY I,42138.0,Actual,Historical
2017-01-13,BEVERAGES,43396.0,Actual,Historical
2017-01-13,PRODUCE,32326.529,Actual,Historical
2017-01-14,GROCERY I,58949.0,Actual,Historical
2017-01-14,BEVERAGES,62206.0,Actual,Historical
2017-01-14,PRODUCE,41172.068,Actual,Historical
2017-01-15,GROCERY I,65114.0,Actual,Historical
2017-01-15,BEVERAGES,77798.0,Actual,Historical
2017-01-15,PRODUCE,48542.552,Actual,Historical
2017-01-16,GROCERY I,43167.0,Actual,Historical
2017-01-16,BEVERAGES,42160.0,Actual,Historical
2017-01-16,PRODUCE,32821.657,Actual,Historical
2017-01-17,GROCERY I,35268.0,Actual,Historical
2017-01-17,BEVERAGES,34821.0,Actual,Historical
2017-01-17,PRODUCE,26372.676,Actual,Historical
2017-01-18,GROCERY I,37464.0,Actual,Historical
2017-01-18,BEVERAGES,36560.0,Actual,Historical
2017-01-18,PRODUCE,44878.794,Actual,Historical
2017-01-19,GROCERY I,29756.0,Actual,Historical
2017-01-19,BEVERAGES,29846.0,Actual,Historical
2017-01-19,PRODUCE,22907.241,Actual,Historical
2017-01-20,GROCERY I,40578.0,Actual,Historical
2017-01-20,BEVERAGES,40034.0,Actual,Historical
2017-01-20,PRODUCE,31748.984,Actual,Historical
2017-01-21,GROCERY I,62655.0,Actual,Historical
2017-01-21,BEVERAGES,67672.0,Actual,Historical
2017-01-21,PRODUCE,44125.158,Actual,Historical
2017-01-22,GROCERY I,62689.0,Actual,Historical
2017-01-22,BEVERAGES,75370.0,Actual,Historical
2017-01-22,PRODUCE,48346.747,Actual,Historical
2017-01-23,GROCERY I,40191.0,Actual,Historical
2017-01-23,BEVERAGES,38238.0,Actual,Historical
2017-01-23,PRODUCE,30089.707,Actual,Historical
2017-01-24,GROCERY I,32564.0,Actual,Historical
2017-01-24,BEVERAGES,31973.0,Actual,Historical
2017-01-24,PRODUCE,24753.423,Actual,Historical
2017-01-25,GROCERY I,35952.0,Actual,Historical
2017-01-25,BEVERAGES,32801.0,Actual,Historical
2017-01-25,PRODUCE,43838.887,Actual,Historical
2017-01-26,GROCERY I,27631.0,Actual,Historical
2017-01-26,BEVERAGES,26275.0,Actual,Historical
2017-01-26,PRODUCE,22870.599,Actual,Historical
2017-01-27,GROCERY I,38909.0,Actual,Historical
2017-01-27,BEVERAGES,35046.0,Actual,Historical
2017-01-27,PRODUCE,30824.739,Actual,Historical
2017-01-28,GROCERY I,54869.0,Actual,Historical
2017-01-28,BEVERAGES,53435.0,Actual,Historical
2017-01-28,PRODUCE,40641.81,Actual,Historical
2017-01-29,GROCERY I,56772.0,Actual,Historical
2017-01-29,BEVERAGES,60460.0,Actual,Historical
2017-01-29,PRODUCE,45111.909999999996,Actual,Historical
2017-01-30,GROCERY I,33282.0,Actual,Historical
2017-01-30,BEVERAGES,29849.0,Actual,Historical
2017-01-30,PRODUCE,28002.631,Actual,Historical
2017-01-31,GROCERY I,35727.0,Actual,Historical
2017-01-31,BEVERAGES,29651.0,Actual,Historical
2017-01-31,PRODUCE,26918.311,Actual,Historical
2017-02-01,GROCERY I,49606.0,Actual,Historical
2017-02-01,BEVERAGES,40588.0,Actual,Historical
2017-02-01,PRODUCE,52508.992,Actual,Historical
2017-02-02,GROCERY I,38771.0,Actual,Historical
2017-02-02,BEVERAGES,29677.0,Actual,Historical
2017-02-02,PRODUCE,26123.591,Actual,Historical
2017-02-03,GROCERY I,46758.0,Actual,Historical
2017-02-03,BEVERAGES,39411.0,Actual,Historical
2017-02-03,PRODUCE,32695.31,Actual,Historical
2017-02-04,GROCERY I,63678.0,Actual,Historical
2017-02-04,BEVERAGES,59486.0,Actual,Historical
2017-02-04,PRODUCE,42397.323,Actual,Historical
2017-02-05,GROCERY I,64274.0,Actual,Historical
2017-02-05,BEVERAGES,58039.0,Actual,Historical
2017-02-05,PRODUCE,46412.702,Actual,Historical
2017-02-06,GROCERY I,42725.0,Actual,Historical
2017-02-06,BEVERAGES,34438.0,Actual,Historical
2017-02-06,PRODUCE,31255.996,Actual,Historical
2017-02-07,GROCERY I,37586.0,Actual,Historical
2017-02-07,BEVERAGES,30357.0,Actual,Historical
2017-02-07,PRODUCE,26274.733,Actual,Historical
2017-02-08,GROCERY I,39888.0,Actual,Historical
2017-02-08,BEVERAGES,33859.0,Actual,Historical
2017-02-08,PRODUCE,45015.884,Actual,Historical
2017-02-09,GROCERY I,34144.0,Actual,Historical
2017-02-09,BEVERAGES,26768.0,Actual,Historical
2017-02-09,PRODUCE,25013.739,Actual,Historical
2017-02-10,GROCERY I,41303.0,Actual,Historical
2017-02-10,BEVERAGES,39501.0,Actual,Historical
2017-02-10,PRODUCE,33472.26,Actual,Historical
2017-02-11,GROCERY I,50373.0,Actual,Historical
2017-02-11,BEVERAGES,49956.0,Actual,Historical
2017-02-11,PRODUCE,39246.802,Actual,Historical
2017-02-12,GROCERY I,59420.0,Actual,Historical
2017-02-12,BEVERAGES,60342.0,Actual,Historical
2017-02-12,PRODUCE,46643.871,Actual,Historical
2017-02-13,GROCERY I,46019.0,Actual,Historical
2017-02-13,BEVERAGES,35082.0,Actual,Historical
2017-02-13,PRODUCE,33194.379,Actual,Historical
2017-02-14,GROCERY I,29286.0,Actual,Historical
2017-02-14,BEVERAGES,23967.0,Actual,Historical
2017-02-14,PRODUCE,23789.925,Actual,Historical
2017-02-15,GROCERY I,36466.0,Actual,Historical
2017-02-15,BEVERAGES,29744.0,Actual,Historical
2017-02-15,PRODUCE,44907.265,Actual,Historical
2017-02-16,GROCERY I,34656.0,Actual,Historical
2017-02-16,BEVERAGES,28063.0,Actual,Historical
2017-02-16,PRODUCE,24749.325,Actual,Historical
2017-02-17,GROCERY I,43141.0,Actual,Historical
2017-02-17,BEVERAGES,36040.0,Actual,Historical
2017-02-17,PRODUCE,32659.005,Actual,Historical
2017-02-18,GROCERY I,60504.0,Actual,Historical
2017-02-18,BEVERAGES,56746.0,Actual,Historical
2017-02-18,PRODUCE,43603.34,Actual,Historical
2017-02-19,GROCERY I,45118.0,Actual,Historical
2017-02-19,BEVERAGES,43519.0,Actual,Historical
2017-02-19,PRODUCE,32440.862,Actual,Historical
2017-02-20,GROCERY I,37680.0,Actual,Historical
2017-02-20,BEVERAGES,30786.0,Actual,Historical
2017-02-20,PRODUCE,28306.135,Actual,Historical
2017-02-21,GROCERY I,33630.0,Actual,Historical
2017-02-21,BEVERAGES,29644.0,Actual,Historical
2017-02-21,PRODUCE,25559.438,Actual,Historical
2017-02-22,GROCERY I,37879.0,Actual,Historical
2017-02-22,BEVERAGES,29939.0,Actual,Historical
2017-02-22,PRODUCE,41829.867,Actual,Historical
2017-02-23,GROCERY I,35333.0,Actual,Historical
2017-02-23,BEVERAGES,30597.0,Actual,Historical
2017-02-23,PRODUCE,23767.05,Actual,Historical
2017-02-24,GROCERY I,45408.0,Actual,Historical
2017-02-24,BEVERAGES,42322.0,Actual,Historical
2017-02-24,PRODUCE,32178.91,Actual,Historical
2017-02-25,GROCERY I,58792.0,Actual,Historical
2017-02-25,BEVERAGES,53729.0,Actual,Historical
2017-02-25,PRODUCE,39783.017,Actual,Historical
2017-02-26,GROCERY I,45056.0,Actual,Historical
2017-02-26,BEVERAGES,44351.0,Actual,Historical
2017-02-26,PRODUCE,32920.86,Actual,Historical
2017-02-27,GROCERY I,46438.0,Actual,Historical
2017-02-27,BEVERAGES,44592.0,Actual,Historical
2017-02-27,PRODUCE,30877.498,Actual,Historical
2017-02-28,GROCERY I,58135.0,Actual,Historical
2017-02-28,BEVERAGES,54670.0,Actual,Historical
2017-02-28,PRODUCE,38972.872,Actual,Historical
2017-03-01,GROCERY I,52050.0,Actual,Historical
2017-03-01,BEVERAGES,44298.0,Actual,Historical
2017-03-01,PRODUCE,52306.825,Actual,Historical
2017-03-02,GROCERY I,43215.0,Actual,Historical
2017-03-02,BEVERAGES,36129.0,Actual,Historical
2017-03-02,PRODUCE,28922.047,Actual,Historical
2017-03-03,GROCERY I,49676.0,Actual,Historical
2017-03-03,BEVERAGES,41914.0,Actual,Historical
2017-03-03,PRODUCE,32148.327,Actual,Historical
2017-03-04,GROCERY I,66030.0,Actual,Historical
2017-03-04,BEVERAGES,61475.0,Actual,Historical
2017-03-04,PRODUCE,40720.261,Actual,Historical
2017-03-05,GROCERY I,73058.0,Actual,Historical
2017-03-05,BEVERAGES,67361.0,Actual,Historical
2017-03-05,PRODUCE,45209.288,Actual,Historical
2017-03-06,GROCERY I,43968.0,Actual,Historical
2017-03-06,BEVERAGES,35108.0,Actual,Historical
2017-03-06,PRODUCE,30014.141,Actual,Historical
2017-03-07,GROCERY I,37227.0,Actual,Historical
2017-03-07,BEVERAGES,30367.0,Actual,Historical
2017-03-07,PRODUCE,26065.182,Actual,Historical
2017-03-08,GROCERY I,39163.0,Actual,Historical
2017-03-08,BEVERAGES,33240.0,Actual,Historical
2017-03-08,PRODUCE,43102.143000000004,Actual,Historical
2017-03-09,GROCERY I,33804.0,Actual,Historical
2017-03-09,BEVERAGES,31863.0,Actual,Historical
2017-03-09,PRODUCE,24560.345,Actual,Historical
2017-03-10,GROCERY I,41399.0,Actual,Historical
2017-03-10,BEVERAGES,43235.0,Actual,Historical
2017-03-10,PRODUCE,31018.677,Actual,Historical
2017-03-11,GROCERY I,56365.0,Actual,Historical
2017-03-11,BEVERAGES,61416.0,Actual,Historical
2017-03-11,PRODUCE,37985.808,Actual,Historical
2017-03-12,GROCERY I,66198.0,Actual,Historical
2017-03-12,BEVERAGES,73720.0,Actual,Historical
2017-03-12,PRODUCE,46350.532,Actual,Historical
2017-03-13,GROCERY I,39482.0,Actual,Historical
2017-03-13,BEVERAGES,38750.0,Actual,Historical
2017-03-13,PRODUCE,29116.63,Actual,Historical
2017-03-14,GROCERY I,33191.0,Actual,Historical
2017-03-14,BEVERAGES,32312.0,Actual,Historical
2017-03-14,PRODUCE,24967.096,Actual,Historical
2017-03-15,GROCERY I,42461.0,Actual,Historical
2017-03-15,BEVERAGES,36789.0,Actual,Historical
2017-03-15,PRODUCE,45049.771,Actual,Historical
2017-03-16,GROCERY I,34608.0,Actual,Historical
2017-03-16,BEVERAGES,34140.0,Actual,Historical
2017-03-16,PRODUCE,24264.939,Actual,Historical
2017-03-17,GROCERY I,46266.0,Actual,Historical
2017-03-17,BEVERAGES,47781.0,Actual,Historical
2017-03-17,PRODUCE,31928.31,Actual,Historical
2017-03-18,GROCERY I,59513.0,Actual,Historical
2017-03-18,BEVERAGES,65872.0,Actual,Historical
2017-03-18,PRODUCE,38822.18,Actual,Historical
2017-03-19,GROCERY I,67899.0,Actual,Historical
2017-03-19,BEVERAGES,79096.0,Actual,Historical
2017-03-19,PRODUCE,46818.567,Actual,Historical
2017-03-20,GROCERY I,43033.0,Actual,Historical
2017-03-20,BEVERAGES,42228.0,Actual,Historical
2017-03-20,PRODUCE,31367.347,Actual,Historical
2017-03-21,GROCERY I,36256.0,Actual,Historical
2017-03-21,BEVERAGES,34027.0,Actual,Historical
2017-03-21,PRODUCE,24887.097,Actual,Historical
2017-03-22,GROCERY I,40434.0,Actual,Historical
2017-03-22,BEVERAGES,38176.0,Actual,Historical
2017-03-22,PRODUCE,43881.606,Actual,Historical
2017-03-23,GROCERY I,32713.0,Actual,Historical
2017-03-23,BEVERAGES,31100.0,Actual,Historical
2017-03-23,PRODUCE,22292.677,Actual,Historical
2017-03-24,GROCERY I,42803.0,Actual,Historical
2017-03-24,BEVERAGES,41879.0,Actual,Historical
2017-03-24,PRODUCE,30528.798,Actual,Historical
2017-03-25,GROCERY I,56899.0,Actual,Historical
2017-03-25,BEVERAGES,63890.0,Actual,Historical
2017-03-25,PRODUCE,38043.988,Actual,Historical
2017-03-26,GROCERY I,63934.0,Actual,Historical
2017-03-26,BEVERAGES,71093.0,Actual,Historical
2017-03-26,PRODUCE,43076.024,Actual,Historical
2017-03-27,GROCERY I,39930.0,Actual,Historical
2017-03-27,BEVERAGES,39308.0,Actual,Historical
2017-03-27,PRODUCE,29258.650999999998,Actual,Historical
2017-03-28,GROCERY I,28928.0,Actual,Historical
2017-03-28,BEVERAGES,28308.0,Actual,Historical
2017-03-28,PRODUCE,21448.719,Actual,Historical
2017-03-29,GROCERY I,39563.0,Actual,Historical
2017-03-29,BEVERAGES,39079.0,Actual,Historical
2017-03-29,PRODUCE,43622.656,Actual,Historical
2017-03-30,GROCERY I,33301.0,Actual,Historical
2017-03-30,BEVERAGES,27483.0,Actual,Historical
2017-03-30,PRODUCE,23027.929,Actual,Historical
2017-03-31,GROCERY I,52646.0,Actual,Historical
2017-03-31,BEVERAGES,42043.0,Actual,Historical
2017-03-31,PRODUCE,35178.121,Actual,Historical
2017-04-01,GROCERY I,91238.0,Actual,Historical
2017-04-01,BEVERAGES,74762.0,Actual,Historical
2017-04-01,PRODUCE,51399.052,Actual,Historical
2017-04-02,GROCERY I,59497.0,Actual,Historical
2017-04-02,BEVERAGES,51720.0,Actual,Historical
2017-04-02,PRODUCE,34901.596,Actual,Historical
2017-04-03,GROCERY I,33390.0,Actual,Historical
2017-04-03,BEVERAGES,26499.0,Actual,Historical
2017-04-03,PRODUCE,21450.145,Actual,Historical
2017-04-04,GROCERY I,42353.0,Actual,Historical
2017-04-04,BEVERAGES,33352.0,Actual,Historical
2017-04-04,PRODUCE,25809.567,Actual,Historical
2017-04-05,GROCERY I,43053.0,Actual,Historical
2017-04-05,BEVERAGES,36617.0,Actual,Historical
2017-04-05,PRODUCE,42641.767,Actual,Historical
2017-04-06,GROCERY I,34224.0,Actual,Historical
2017-04-06,BEVERAGES,29714.0,Actual,Historical
2017-04-06,PRODUCE,23114.082,Actual,Historical
2017-04-07,GROCERY I,41166.0,Actual,Historical
2017-04-07,BEVERAGES,38600.0,Actual,Historical
2017-04-07,PRODUCE,28860.34,Actual,Historical
2017-04-08,GROCERY I,58405.0,Actual,Historical
2017-04-08,BEVERAGES,53087.0,Actual,Historical
2017-04-08,PRODUCE,36928.162,Actual,Historical
2017-04-09,GROCERY I,66320.0,Actual,Historical
2017-04-09,BEVERAGES,62205.0,Actual,Historical
2017-04-09,PRODUCE,42144.961,Actual,Historical
2017-04-10,GROCERY I,38960.0,Actual,Historical
2017-04-10,BEVERAGES,34371.0,Actual,Historical
2017-04-10,PRODUCE,27037.184,Actual,Historical
2017-04-11,GROCERY I,34604.0,Actual,Historical
2017-04-11,BEVERAGES,28971.0,Actual,Historical
2017-04-11,PRODUCE,24640.258,Actual,Historical
2017-04-12,GROCERY I,39626.0,Actual,Historical
2017-04-12,BEVERAGES,34596.0,Actual,Historical
2017-04-12,PRODUCE,40882.177,Actual,Historical
2017-04-13,GROCERY I,39972.0,Actual,Historical
2017-04-13,BEVERAGES,40390.0,Actual,Historical
2017-04-13,PRODUCE,28709.714,Actual,Historical
2017-04-14,GROCERY I,44228.0,Actual,Historical
2017-04-14,BEVERAGES,43899.0,Actual,Historical
2017-04-14,PRODUCE,29210.013,Actual,Historical
2017-04-15,GROCERY I,50324.0,Actual,Historical
2017-04-15,BEVERAGES,50906.0,Actual,Historical
2017-04-15,PRODUCE,33155.724,Actual,Historical
2017-04-16,GROCERY I,62656.0,Actual,Historical
2017-04-16,BEVERAGES,57487.0,Actual,Historical
2017-04-16,PRODUCE,40099.023,Actual,Historical
2017-04-17,GROCERY I,41458.0,Actual,Historical
2017-04-17,BEVERAGES,34696.0,Actual,Historical
2017-04-17,PRODUCE,31442.381,Actual,Historical
2017-04-18,GROCERY I,34077.0,Actual,Historical
2017-04-18,BEVERAGES,30081.0,Actual,Historical
2017-04-18,PRODUCE,26489.419,Actual,Historical
2017-04-19,GROCERY I,38656.0,Actual,Historical
2017-04-19,BEVERAGES,32538.0,Actual,Historical
2017-04-19,PRODUCE,43072.997,Actual,Historical
2017-04-20,GROCERY I,33133.0,Actual,Historical
2017-04-20,BEVERAGES,27373.0,Actual,Historical
2017-04-20,PRODUCE,23532.253,Actual,Historical
2017-04-21,GROCERY I,41890.0,Actual,Historical
2017-04-21,BEVERAGES,37262.0,Actual,Historical
2017-04-21,PRODUCE,30521.909,Actual,Historical
2017-04-22,GROCERY I,50665.0,Actual,Historical
2017-04-22,BEVERAGES,49801.0,Actual,Historical
2017-04-22,PRODUCE,34610.15,Actual,Historical
2017-04-23,GROCERY I,61367.0,Actual,Historical
2017-04-23,BEVERAGES,67546.0,Actual,Historical
2017-04-23,PRODUCE,41261.215,Actual,Historical
2017-04-24,GROCERY I,37010.0,Actual,Historical
2017-04-24,BEVERAGES,33344.0,Actual,Historical
2017-04-24,PRODUCE,25950.741,Actual,Historical
2017-04-25,GROCERY I,31738.0,Actual,Historical
2017-04-25,BEVERAGES,29934.0,Actual,Historical
2017-04-25,PRODUCE,23708.512,Actual,Historical
2017-04-26,GROCERY I,35202.0,Actual,Historical
2017-04-26,BEVERAGES,31480.0,Actual,Historical
2017-04-26,PRODUCE,41380.167,Actual,Historical
2017-04-27,GROCERY I,28585.0,Actual,Historical
2017-04-27,BEVERAGES,26490.0,Actual,Historical
2017-04-27,PRODUCE,21169.586,Actual,Historical
2017-04-28,GROCERY I,41643.0,Actual,Historical
2017-04-28,BEVERAGES,39415.0,Actual,Historical
2017-04-28,PRODUCE,30316.513,Actual,Historical
2017-04-29,GROCERY I,56165.0,Actual,Historical
2017-04-29,BEVERAGES,55923.0,Actual,Historical
2017-04-29,PRODUCE,37955.2,Actual,Historical
2017-04-30,GROCERY I,56940.0,Actual,Historical
2017-04-30,BEVERAGES,56144.0,Actual,Historical
2017-04-30,PRODUCE,38653.323,Actual,Historical
2017-05-01,GROCERY I,75377.0,Actual,Historical
2017-05-01,BEVERAGES,68813.0,Actual,Historical
2017-05-01,PRODUCE,48111.553,Actual,Historical
2017-05-02,GROCERY I,43852.0,Actual,Historical
2017-05-02,BEVERAGES,39259.0,Actual,Historical
2017-05-02,PRODUCE,31129.374,Actual,Historical
2017-05-03,GROCERY I,45301.0,Actual,Historical
2017-05-03,BEVERAGES,38518.0,Actual,Historical
2017-05-03,PRODUCE,45238.57,Actual,Historical
2017-05-04,GROCERY I,34603.0,Actual,Historical
2017-05-04,BEVERAGES,29516.0,Actual,Historical
2017-05-04,PRODUCE,24341.421,Actual,Historical
2017-05-05,GROCERY I,42961.0,Actual,Historical
2017-05-05,BEVERAGES,36355.0,Actual,Historical
2017-05-05,PRODUCE,29206.819,Actual,Historical
2017-05-06,GROCERY I,54097.0,Actual,Historical
2017-05-06,BEVERAGES,53233.0,Actual,Historical
2017-05-06,PRODUCE,36244.794,Actual,Historical
2017-05-07,GROCERY I,64136.0,Actual,Historical
2017-05-07,BEVERAGES,62849.0,Actual,Historical
2017-05-07,PRODUCE,44462.511,Actual,Historical
2017-05-08,GROCERY I,40085.0,Actual,Historical
2017-05-08,BEVERAGES,34273.0,Actual,Historical
2017-05-08,PRODUCE,29427.314,Actual,Historical
2017-05-09,GROCERY I,32796.0,Actual,Historical
2017-05-09,BEVERAGES,27001.0,Actual,Historical
2017-05-09,PRODUCE,23858.194,Actual,Historical
2017-05-10,GROCERY I,36218.0,Actual,Historical
2017-05-10,BEVERAGES,30472.0,Actual,Historical
2017-05-10,PRODUCE,42223.168,Actual,Historical
2017-05-11,GROCERY I,30705.0,Actual,Historical
2017-05-11,BEVERAGES,24855.0,Actual,Historical
2017-05-11,PRODUCE,20892.471,Actual,Historical
2017-05-12,GROCERY I,39562.0,Actual,Historical
2017-05-12,BEVERAGES,34856.0,Actual,Historical
2017-05-12,PRODUCE,31095.221,Actual,Historical
2017-05-13,GROCERY I,59416.0,Actual,Historical
2017-05-13,BEVERAGES,56791.0,Actual,Historical
2017-05-13,PRODUCE,45916.343,Actual,Historical
2017-05-14,GROCERY I,44846.0,Actual,Historical
2017-05-14,BEVERAGES,44812.0,Actual,Historical
2017-05-14,PRODUCE,32807.439,Actual,Historical
2017-05-15,GROCERY I,39797.0,Actual,Historical
2017-05-15,BEVERAGES,34831.0,Actual,Historical
2017-05-15,PRODUCE,29716.339,Actual,Historical
2017-05-16,GROCERY I,39552.0,Actual,Historical
2017-05-16,BEVERAGES,33018.0,Actual,Historical
2017-05-16,PRODUCE,27769.582,Actual,Historical
2017-05-17,GROCERY I,39312.0,Actual,Historical
2017-05-17,BEVERAGES,32979.0,Actual,Historical
2017-05-17,PRODUCE,44241.202,Actual,Historical
2017-05-18,GROCERY I,29492.0,Actual,Historical
2017-05-18,BEVERAGES,25472.0,Actual,Historical
2017-05-18,PRODUCE,22222.711,Actual,Historical
2017-05-19,GROCERY I,40856.0,Actual,Historical
2017-05-19,BEVERAGES,36503.0,Actual,Historical
2017-05-19,PRODUCE,29040.943,Actual,Historical
2017-05-20,GROCERY I,56182.0,Actual,Historical
2017-05-20,BEVERAGES,52543.0,Actual,Historical
2017-05-20,PRODUCE,37420.846,Actual,Historical
2017-05-21,GROCERY I,64758.0,Actual,Historical
2017-05-21,BEVERAGES,61976.0,Actual,Historical
2017-05-21,PRODUCE,46182.302,Actual,Historical
2017-05-22,GROCERY I,38764.0,Actual,Historical
2017-05-22,BEVERAGES,34314.0,Actual,Historical
2017-05-22,PRODUCE,29223.879,Actual,Historical
2017-05-23,GROCERY I,32664.0,Actual,Historical
2017-05-23,BEVERAGES,28335.0,Actual,Historical
2017-05-23,PRODUCE,22929.948,Actual,Historical
2017-05-24,GROCERY I,34785.0,Actual,Historical
2017-05-24,BEVERAGES,31162.0,Actual,Historical
2017-05-24,PRODUCE,40235.576,Actual,Historical
2017-05-25,GROCERY I,29260.0,Actual,Historical
2017-05-25,BEVERAGES,27910.0,Actual,Historical
