store_nbr,item_nbr,family,total_demand,average_daily_demand,demand_std,active_sales_days,sales_frequency,coefficient_of_variation,abc_class,safety_stock,reorder_point,replenishment_risk
47,1992914,CLEANING,3351.0,9.18,5.51,365,0.6166,0.6002178649237473,B,24.06,88.33,Low Risk
44,2018690,BEVERAGES,2194.0,7.92,7.52,277,0.4679,0.9494949494949495,B,32.82,88.27,Low Risk
49,2010916,GROCERY I,4840.0,8.78,6.13,551,0.9307,0.6981776765375854,B,26.76,88.25,Low Risk
49,1105213,GROCERY I,4744.0,8.72,6.23,544,0.9189,0.7144495412844036,B,27.18,88.23,Low Risk
47,2026444,GROCERY I,4724.0,8.42,6.7,561,0.9476,0.7957244655581948,B,29.27,88.21,Low Risk
44,2018358,BEVERAGES,2377.0,8.8,6.08,270,0.4561,0.6909090909090908,B,26.54,88.17,Low Risk
47,302998,GROCERY I,4599.0,8.32,6.86,553,0.9341,0.8245192307692307,B,29.95,88.16,Low Risk
44,829389,GROCERY I,3454.0,9.44,5.05,366,0.6182,0.534957627118644,B,22.06,88.12,Low Risk
47,1455485,BEVERAGES,2198.0,8.65,6.31,254,0.4291,0.7294797687861271,B,27.53,88.1,Low Risk
44,938659,BEVERAGES,4382.0,7.91,7.49,554,0.9358,0.9469026548672567,B,32.72,88.08,Low Risk
44,841841,GROCERY I,2034.0,8.3,6.86,245,0.4139,0.8265060240963855,B,29.95,88.06,Low Risk
49,938570,GROCERY I,4211.0,8.05,7.25,523,0.8834,0.9006211180124223,B,31.65,88.02,Low Risk
25,839362,BEVERAGES,3611.0,8.21,7.0,440,0.7432,0.8526187576126674,B,30.57,88.02,Low Risk
49,1421156,BEVERAGES,4295.0,8.47,6.57,507,0.8564,0.7756788665879575,B,28.69,87.99,Low Risk
44,759698,BEVERAGES,4861.0,8.68,6.23,560,0.9459,0.717741935483871,B,27.22,87.98,Low Risk
44,215303,GROCERY I,4475.0,7.74,7.69,578,0.9764,0.9935400516795866,B,33.58,87.78,Low Risk
44,2001209,CLEANING,3241.0,8.44,6.57,384,0.6486,0.778436018957346,B,28.66,87.74,Low Risk
49,594045,BREAD/BAKERY,4507.0,8.6,6.3,524,0.8851,0.7325581395348837,B,27.51,87.72,Low Risk
44,1460020,CLEANING,2409.0,9.41,5.0,256,0.4324,0.5313496280552603,B,21.85,87.72,Low Risk
44,402299,BREAD/BAKERY,4517.0,8.46,6.53,534,0.902,0.7718676122931442,B,28.49,87.7,Low Risk
45,1047698,BEVERAGES,4369.0,8.77,6.01,498,0.8412,0.685290763968073,B,26.26,87.67,Low Risk
25,1464207,BEVERAGES,3887.0,8.62,6.25,451,0.7618,0.7250580046403713,B,27.29,87.62,Low Risk
49,1246498,GROCERY I,4791.0,9.2,5.32,521,0.8801,0.5782608695652175,B,23.23,87.6,Low Risk
49,2048246,GROCERY I,2198.0,8.59,6.29,256,0.4324,0.7322467986030268,B,27.47,87.57,Low Risk
45,1717181,PRODUCE,4509.0,9.59,4.67,470,0.7939,0.4869655891553702,B,20.41,87.56,Low Risk
47,890825,GROCERY I,4598.0,8.07,7.1,570,0.9628,0.8798017348203221,B,30.99,87.46,Low Risk
44,1473489,PRODUCE,4788.778,8.63,6.19,555,0.9375,0.7172653534183082,B,27.01,87.41,Low Risk
47,255202,GROCERY I,4225.0,8.22,6.82,514,0.8682,0.829683698296837,B,29.79,87.33,Low Risk
45,2048300,GROCERY I,2422.0,9.46,4.83,256,0.4324,0.5105708245243129,B,21.1,87.33,Low Risk
44,1248391,GROCERY I,4714.0,8.16,6.91,578,0.9764,0.8468137254901961,B,30.18,87.27,Low Risk
44,2026858,GROCERY I,4550.0,7.76,7.53,586,0.9899,0.9703608247422681,B,32.88,87.23,Low Risk
44,1464239,BEVERAGES,4130.0,8.52,6.31,485,0.8193,0.7406103286384976,B,27.54,87.15,Low Risk
45,1463935,BEVERAGES,4156.0,9.0,5.53,462,0.7804,0.6144444444444445,B,24.16,87.12,Low Risk
25,1463992,BEVERAGES,4155.0,9.01,5.49,461,0.7787,0.609322974472808,B,23.99,87.08,Low Risk
49,1463800,BEVERAGES,4612.0,8.06,7.02,572,0.9662,0.8709677419354838,B,30.63,87.07,Low Risk
47,2011938,DAIRY,3247.0,9.28,5.07,350,0.5912,0.5463362068965518,B,22.13,87.07,Low Risk
47,2048300,GROCERY I,2485.0,9.67,4.43,257,0.4341,0.4581178903826267,B,19.33,87.01,Low Risk
45,402136,CLEANING,4829.0,8.34,6.53,579,0.978,0.7829736211031175,B,28.51,86.89,Low Risk
47,1920067,GROCERY I,2993.0,8.16,6.81,367,0.6199,0.8345588235294117,B,29.74,86.83,Low Risk
44,939130,DAIRY,4350.0,8.86,5.68,491,0.8294,0.6410835214446953,B,24.8,86.82,Low Risk
49,2011073,GROCERY I,4953.0,9.14,5.22,542,0.9155,0.5711159737417942,B,22.81,86.77,Low Risk
49,1920035,GROCERY I,4040.0,9.29,4.98,435,0.7348,0.5360602798708289,B,21.72,86.73,Low Risk
45,222975,GROCERY I,4024.0,8.35,6.48,482,0.8142,0.7760479041916168,B,28.28,86.72,Low Risk
47,1908028,PRODUCE,2242.0,8.12,6.84,276,0.4662,0.8423645320197045,B,29.84,86.7,Low Risk
45,679604,BREAD/BAKERY,4530.0,7.89,7.2,574,0.9696,0.9125475285171103,B,31.42,86.66,Low Risk
45,319272,BEVERAGES,4601.0,8.44,6.31,545,0.9206,0.7476303317535545,B,27.56,86.65,Low Risk
45,1022053,BEVERAGES,3744.0,8.19,6.7,457,0.772,0.8180708180708182,B,29.23,86.58,Low Risk
45,1146797,GROCERY I,4789.0,8.29,6.54,578,0.9764,0.7889022919179736,B,28.57,86.57,Low Risk
45,1916209,GROCERY I,4704.0,8.62,6.02,546,0.9223,0.6983758700696056,B,26.26,86.57,Low Risk
49,1047758,BEVERAGES,4982.0,8.9,5.55,560,0.9459,0.6235955056179775,B,24.24,86.52,Low Risk
49,554143,GROCERY I,4526.0,8.02,6.94,564,0.9527,0.8653366583541148,B,30.31,86.48,Low Risk
45,1943792,BEVERAGES,5039.0,8.95,5.46,563,0.951,0.6100558659217877,B,23.82,86.47,Low Risk
44,527757,GROCERY I,4929.0,8.69,5.86,567,0.9578,0.6743383199079402,B,25.6,86.45,Low Risk
47,1932491,BEVERAGES,4610.0,8.83,5.64,522,0.8818,0.638731596828992,B,24.63,86.45,Low Risk
44,1446726,DAIRY,4586.0,8.25,6.58,556,0.9392,0.7975757575757576,B,28.71,86.45,Low Risk
44,724360,BREAD/BAKERY,4123.0,7.81,7.27,528,0.8919,0.9308578745198464,B,31.72,86.38,Low Risk
49,1910611,DAIRY,4459.0,7.81,7.26,571,0.9645,0.9295774647887324,B,31.69,86.35,Low Risk
45,1942510,BEVERAGES,3196.0,7.8,7.26,410,0.6926,0.9307692307692308,B,31.7,86.27,Low Risk
49,319272,BEVERAGES,4328.0,7.97,6.98,543,0.9172,0.875784190715182,B,30.46,86.25,Low Risk
45,158789,CLEANING,4902.0,8.9,5.49,551,0.9307,0.6168539325842697,B,23.94,86.22,Low Risk
45,789224,CLEANING,5026.0,8.68,5.82,579,0.978,0.6705069124423964,B,25.39,86.16,Low Risk
47,849080,DAIRY,5059.0,8.83,5.56,573,0.9679,0.6296715741789354,B,24.27,86.07,Low Risk
49,1062926,BEVERAGES,3602.0,7.73,7.32,466,0.7872,0.9469598965071151,B,31.96,86.07,Low Risk
25,1642664,PRODUCE,4511.418,8.79,5.61,513,0.8666,0.6382252559726963,B,24.5,86.06,Low Risk
25,1463812,BEVERAGES,3233.0,7.98,6.9,405,0.6841,0.8646616541353384,B,30.14,86.02,Low Risk
45,1299616,DAIRY,4104.0,8.03,6.82,511,0.8632,0.8493150684931507,B,29.79,86.01,Low Risk
44,2027252,GROCERY I,4654.0,8.02,6.83,580,0.9797,0.8516209476309228,B,29.84,86.0,Low Risk
47,988408,GROCERY I,5053.0,8.93,5.36,566,0.9561,0.6002239641657335,B,23.41,85.91,Low Risk
44,583797,MEATS,4698.906,8.9,5.41,528,0.8919,0.6078651685393258,B,23.61,85.9,Low Risk
44,1422284,GROCERY I,4535.0,8.01,6.82,566,0.9561,0.8514357053682897,B,29.76,85.85,Low Risk
44,1047699,BEVERAGES,3934.0,7.59,7.49,518,0.875,0.9868247694334651,B,32.68,85.85,Low Risk
44,1148971,GROCERY I,4920.0,8.74,5.65,563,0.951,0.6464530892448512,B,24.67,85.84,Low Risk
49,268623,CLEANING,4505.0,8.3,6.36,543,0.9172,0.7662650602409639,B,27.76,85.84,Low Risk
49,1346631,CLEANING,4694.0,8.38,6.21,560,0.9459,0.7410501193317421,B,27.12,85.79,Low Risk
44,1342008,GROCERY I,3776.0,8.12,6.62,465,0.7855,0.8152709359605912,B,28.9,85.74,Low Risk
44,890214,GROCERY I,4647.0,8.37,6.21,555,0.9375,0.7419354838709679,B,27.1,85.71,Low Risk
47,2026858,GROCERY I,4471.0,7.63,7.39,586,0.9899,0.9685452162516383,B,32.27,85.68,Low Risk
25,564287,BREAD/BAKERY,3691.0,8.02,6.75,460,0.777,0.8416458852867831,B,29.47,85.64,Low Risk
47,179274,GROCERY I,5004.0,8.98,5.21,557,0.9409,0.5801781737193764,B,22.74,85.62,Low Risk
25,265257,GROCERY I,3750.0,8.24,6.4,455,0.7686,0.7766990291262136,B,27.93,85.62,Low Risk
49,1160754,GROCERY I,3519.0,7.89,6.96,446,0.7534,0.8821292775665399,B,30.39,85.62,Low Risk
47,2012591,GROCERY I,2983.0,8.8,5.5,339,0.5726,0.625,B,24.01,85.61,Low Risk
47,463598,CLEANING,5006.0,8.62,5.78,581,0.9814,0.6705336426914154,B,25.24,85.56,Low Risk
45,839545,DAIRY,4997.0,8.91,5.31,561,0.9476,0.5959595959595959,B,23.17,85.52,Low Risk
44,1239845,DAIRY,4990.0,8.49,5.96,588,0.9932,0.702002355712603,B,26.0,85.41,Low Risk
44,820645,GROCERY I,4916.0,8.42,6.06,584,0.9865,0.7197149643705463,B,26.45,85.38,Low Risk
44,329071,GROCERY I,5011.0,8.82,5.41,568,0.9595,0.6133786848072562,B,23.6,85.36,Low Risk
45,839367,BEVERAGES,4785.0,8.48,5.94,564,0.9527,0.7004716981132075,B,25.94,85.33,Low Risk
45,1109326,BEVERAGES,3512.0,8.21,6.38,428,0.723,0.7771010962241168,B,27.87,85.31,Low Risk
25,1459058,GROCERY I,3979.0,7.8,7.03,510,0.8615,0.9012820512820513,B,30.69,85.3,Low Risk
44,1914280,BEVERAGES,4306.0,7.8,7.02,552,0.9324,0.8999999999999999,B,30.63,85.24,Low Risk
49,129758,GROCERY I,4169.0,8.74,5.51,477,0.8057,0.6304347826086956,B,24.06,85.24,Low Risk
49,302952,BREAD/BAKERY,5045.0,8.84,5.35,571,0.9645,0.6052036199095022,B,23.35,85.2,Low Risk
45,1696021,PRODUCE,4919.0,8.64,5.65,569,0.9611,0.6539351851851852,B,24.64,85.16,Low Risk
47,1463591,BEVERAGES,4030.0,8.36,6.1,482,0.8142,0.7296650717703349,B,26.62,85.14,Low Risk
47,2048182,GROCERY I,2237.0,8.84,5.31,253,0.4274,0.6006787330316742,B,23.2,85.09,Low Risk
49,2006810,BEVERAGES,2612.0,8.06,6.54,324,0.5473,0.8114143920595533,B,28.57,85.0,Low Risk
49,634015,MEATS,3178.985,8.69,5.54,366,0.6182,0.6375143843498274,B,24.17,84.97,Low Risk
45,322095,CLEANING,5048.0,9.13,4.82,553,0.9341,0.5279299014238773,B,21.04,84.94,Low Risk
45,1047740,BEVERAGES,4731.0,8.57,5.71,552,0.9324,0.6662777129521587,B,24.93,84.92,Low Risk
44,1317095,GROCERY I,5036.0,8.74,5.43,576,0.973,0.6212814645308924,B,23.7,84.9,Low Risk
47,1463568,BEVERAGES,4906.0,8.9,5.16,551,0.9307,0.5797752808988764,B,22.53,84.86,Low Risk
44,1905638,GROCERY I,4501.0,7.99,6.62,563,0.951,0.8285356695869838,B,28.89,84.85,Low Risk
47,821186,BEVERAGES,2907.0,7.49,7.42,388,0.6554,0.9906542056074766,B,32.4,84.85,Low Risk
45,1239854,POULTRY,4875.61,8.48,5.84,575,0.9713,0.6886792452830188,B,25.48,84.84,Low Risk
49,1958189,BEVERAGES,4190.0,7.55,7.32,555,0.9375,0.9695364238410596,B,31.97,84.81,Low Risk
45,457556,GROCERY I,4879.0,8.64,5.58,565,0.9544,0.6458333333333333,B,24.34,84.79,Low Risk
49,740726,GROCERY I,4927.0,8.45,5.86,583,0.9848,0.6934911242603551,B,25.59,84.75,Low Risk
47,1446726,DAIRY,4532.0,8.57,5.66,529,0.8936,0.6604434072345391,B,24.71,84.68,Low Risk
44,464356,GROCERY I,4982.0,8.65,5.51,576,0.973,0.6369942196531792,B,24.05,84.59,Low Risk
49,949053,GROCERY I,4499.0,8.24,6.16,546,0.9223,0.7475728155339806,B,26.89,84.57,Low Risk
45,2034104,DAIRY,2045.0,8.12,6.36,252,0.4257,0.7832512315270937,B,27.75,84.55,Low Risk
44,319272,BEVERAGES,4161.0,7.94,6.63,524,0.8851,0.8350125944584382,B,28.95,84.54,Low Risk
45,1920035,GROCERY I,3809.0,8.86,5.16,430,0.7264,0.5823927765237021,B,22.54,84.54,Low Risk
47,2013621,GROCERY I,3057.0,9.32,4.42,328,0.5541,0.4742489270386266,B,19.28,84.52,Low Risk
45,1105213,GROCERY I,4360.0,8.06,6.42,541,0.9139,0.7965260545905707,B,28.03,84.45,Low Risk
47,1463936,BEVERAGES,4924.0,8.45,5.77,583,0.9848,0.6828402366863905,B,25.2,84.32,Low Risk
44,801217,CLEANING,4776.0,8.18,6.2,584,0.9865,0.7579462102689487,B,27.08,84.32,Low Risk
47,2013674,GROCERY I,2986.0,9.13,4.66,327,0.5524,0.5104052573932092,B,20.35,84.28,Low Risk
49,1621528,PRODUCE,3987.0,8.25,6.06,483,0.8159,0.7345454545454545,B,26.46,84.24,Low Risk
47,1695984,PRODUCE,4355.276,8.85,5.09,492,0.8311,0.5751412429378531,B,22.24,84.2,Low Risk
49,1913258,CLEANING,3495.0,8.92,4.98,392,0.6622,0.5582959641255606,B,21.76,84.17,Low Risk
45,1038953,BREAD/BAKERY,4686.0,8.46,5.7,554,0.9358,0.6737588652482269,B,24.87,84.08,Low Risk
49,2033699,DAIRY,2401.0,9.23,4.45,260,0.4392,0.48212351029252437,B,19.41,84.05,Low Risk
47,757888,CLEANING,4992.0,8.74,5.23,571,0.9645,0.5983981693363845,B,22.81,84.01,Low Risk
47,594045,BREAD/BAKERY,4151.0,7.92,6.54,524,0.8851,0.8257575757575758,B,28.56,84.01,Low Risk
47,509872,GROCERY I,5021.0,8.51,5.6,590,0.9966,0.6580493537015276,B,24.43,84.0,Low Risk
47,1210038,BREAD/BAKERY,4929.0,8.53,5.57,578,0.9764,0.6529894490035171,B,24.31,84.0,Low Risk
49,724360,BREAD/BAKERY,4320.0,7.93,6.52,545,0.9206,0.8221941992433796,B,28.48,83.96,Low Risk
49,1920072,GROCERY I,5053.0,8.62,5.4,586,0.9899,0.6264501160092808,B,23.57,83.93,Low Risk
47,1962621,BEVERAGES,2672.0,7.86,6.61,340,0.5743,0.8409669211195929,B,28.88,83.89,Low Risk
45,1084881,GROCERY I,4440.0,8.67,5.3,512,0.8649,0.6113033448673587,B,23.14,83.84,Low Risk
25,1473476,PRODUCE,4123.981,8.49,5.6,486,0.8209,0.6595995288574793,B,24.43,83.83,Low Risk
47,682884,CLEANING,2801.0,7.85,6.62,357,0.603,0.8433121019108281,B,28.89,83.81,Low Risk
44,740726,GROCERY I,4793.0,8.36,5.78,573,0.9679,0.6913875598086126,B,25.25,83.8,Low Risk
47,1958249,BEVERAGES,3780.0,8.18,6.07,462,0.7804,0.7420537897310514,B,26.51,83.78,Low Risk
45,1463789,BEVERAGES,4837.0,8.27,5.93,585,0.9882,0.7170495767835551,B,25.87,83.75,Low Risk
49,1037856,BEVERAGES,4621.0,8.37,5.76,552,0.9324,0.6881720430107527,B,25.13,83.73,Low Risk
25,749421,GROCERY I,3848.0,8.29,5.88,464,0.7838,0.7092882991556092,B,25.65,83.71,Low Risk
25,1464239,BEVERAGES,4081.0,8.59,5.4,475,0.8024,0.6286379511059372,B,23.56,83.7,Low Risk
49,1958219,BEVERAGES,3031.0,7.37,7.34,411,0.6943,0.9959294436906377,B,32.06,83.68,Low Risk
49,2018397,BEVERAGES,2261.0,8.07,6.22,280,0.473,0.7707558859975217,B,27.14,83.67,Low Risk
45,829389,GROCERY I,3268.0,8.78,5.07,372,0.6284,0.5774487471526196,B,22.13,83.63,Low Risk
47,1933240,GROCERY I,4925.0,8.66,5.27,569,0.9611,0.6085450346420322,B,23.02,83.61,Low Risk
49,559680,GROCERY I,4157.0,8.59,5.37,484,0.8176,0.6251455180442375,B,23.46,83.58,Low Risk
49,664537,GROCERY I,4239.0,7.84,6.58,541,0.9139,0.8392857142857143,B,28.71,83.56,Low Risk
49,1489873,PRODUCE,4914.0,8.55,5.43,575,0.9713,0.6350877192982455,B,23.71,83.53,Low Risk
49,738219,CLEANING,4184.0,7.88,6.49,531,0.897,0.8236040609137056,B,28.34,83.5,Low Risk
47,843609,GROCERY I,4973.0,8.46,5.56,588,0.9932,0.6572104018912528,B,24.27,83.48,Low Risk
49,885553,GROCERY I,4801.0,8.31,5.8,578,0.9764,0.6979542719614921,B,25.33,83.47,Low Risk
47,853195,CLEANING,4754.0,8.68,5.2,548,0.9257,0.599078341013825,B,22.72,83.45,Low Risk
47,1466827,GROCERY I,4467.0,7.78,6.64,574,0.9696,0.8534704370179947,B,28.97,83.45,Low Risk
49,1963561,CLEANING,3758.0,7.81,6.59,481,0.8125,0.8437900128040974,B,28.75,83.44,Low Risk
45,1909408,CLEANING,2232.0,7.67,6.81,291,0.4916,0.8878748370273793,B,29.73,83.42,Low Risk
25,1239901,POULTRY,4294.828,8.31,5.78,517,0.8733,0.6955475330926595,B,25.23,83.38,Low Risk
45,1695816,PRODUCE,5035.0,8.59,5.32,586,0.9899,0.6193247962747381,B,23.22,83.36,Low Risk
49,1418845,GROCERY I,4524.0,7.81,6.56,579,0.978,0.8399487836107554,B,28.65,83.35,Low Risk
49,1441517,GROCERY I,4853.0,8.57,5.34,566,0.9561,0.6231038506417735,B,23.32,83.34,Low Risk
47,813760,GROCERY I,3932.0,7.82,6.55,503,0.8497,0.8375959079283887,B,28.59,83.31,Low Risk
45,939130,DAIRY,3870.0,8.39,5.61,461,0.7787,0.6686531585220501,B,24.48,83.24,Low Risk
25,1047755,BEVERAGES,3256.0,7.68,6.75,424,0.7162,0.87890625,B,29.49,83.24,Low Risk
49,1393047,GROCERY I,3738.0,8.73,5.06,428,0.723,0.5796105383734249,B,22.1,83.23,Low Risk
49,699686,MEATS,3063.264,8.39,5.61,365,0.6166,0.6686531585220501,B,24.48,83.22,Low Risk
45,1464097,BEVERAGES,3700.0,7.68,6.75,482,0.8142,0.87890625,B,29.47,83.2,Low Risk
49,1179117,BREAD/BAKERY,4837.0,8.7,5.1,556,0.9392,0.5862068965517242,B,22.25,83.15,Low Risk
47,1348983,GROCERY I,4499.0,8.19,5.89,549,0.9274,0.7191697191697192,B,25.71,83.08,Low Risk
45,1898959,BEVERAGES,2977.0,7.61,6.81,391,0.6605,0.8948751642575558,B,29.75,83.05,Low Risk
44,318847,CLEANING,4934.0,8.42,5.52,586,0.9899,0.6555819477434679,B,24.09,83.03,Low Risk
45,1444615,GROCERY I,4697.0,8.23,5.82,571,0.9645,0.707168894289186,B,25.39,82.98,Low Risk
47,1022053,BEVERAGES,3640.0,8.0,6.18,455,0.7686,0.7725,B,26.96,82.96,Low Risk
44,567750,GROCERY I,5017.0,8.62,5.16,582,0.9831,0.5986078886310906,B,22.52,82.86,Low Risk
45,2026959,GROCERY I,4518.0,7.82,6.44,578,0.9764,0.823529411764706,B,28.13,82.84,Low Risk
45,1920141,GROCERY I,4920.0,8.77,4.91,561,0.9476,0.5598631698973775,B,21.42,82.81,Low Risk
25,1963265,DAIRY,3715.0,8.16,5.87,455,0.7686,0.7193627450980392,B,25.64,82.79,Low Risk
44,1987120,GROCERY I,3486.0,8.76,4.92,398,0.6723,0.5616438356164384,B,21.47,82.79,Low Risk
49,807495,BEVERAGES,4668.0,8.35,5.57,559,0.9443,0.6670658682634731,B,24.32,82.78,Low Risk
45,2010786,GROCERY I,4613.0,8.16,5.87,565,0.9544,0.7193627450980392,B,25.63,82.78,Low Risk
44,1235364,GROCERY I,3816.0,7.34,7.18,520,0.8784,0.9782016348773842,B,31.36,82.73,Low Risk
47,1088002,BEVERAGES,3393.0,7.61,6.74,446,0.7534,0.885676741130092,B,29.44,82.7,Low Risk
45,2028435,DAIRY,2462.0,8.58,5.19,287,0.4848,0.6048951048951049,B,22.65,82.7,Low Risk
44,1156722,GROCERY I,5024.0,8.57,5.19,586,0.9899,0.6056009334889149,B,22.66,82.67,Low Risk
47,577745,GROCERY I,4307.0,8.11,5.93,531,0.897,0.7311960542540075,B,25.9,82.67,Low Risk
49,833644,GROCERY I,3931.0,8.36,5.53,470,0.7939,0.6614832535885168,B,24.12,82.67,Low Risk
44,479200,GROCERY I,2404.0,8.65,5.07,278,0.4696,0.5861271676300578,B,22.13,82.66,Low Risk
44,208514,GROCERY I,4592.0,7.81,6.41,588,0.9932,0.8207426376440462,B,27.97,82.64,Low Risk
49,1709252,PRODUCE,4499.0,8.22,5.74,547,0.924,0.6982968369829683,B,25.06,82.63,Low Risk
45,1163577,BEVERAGES,3846.0,7.37,7.11,522,0.8818,0.9647218453188603,B,31.05,82.63,Low Risk
45,903955,BEVERAGES,4299.0,8.53,5.25,504,0.8514,0.6154747948417351,B,22.91,82.62,Low Risk
49,1441516,GROCERY I,4921.0,8.48,5.32,580,0.9797,0.6273584905660378,B,23.21,82.6,Low Risk
44,1464092,BEVERAGES,4546.0,8.19,5.78,555,0.9375,0.7057387057387058,B,25.23,82.56,Low Risk
45,1239899,POULTRY,3040.425,7.84,6.35,388,0.6554,0.8099489795918366,B,27.71,82.56,Low Risk
45,1958171,BEVERAGES,3468.0,7.79,6.41,445,0.7517,0.8228498074454429,B,27.99,82.54,Low Risk
25,2011073,GROCERY I,3754.0,7.77,6.44,483,0.8159,0.8288288288288289,B,28.13,82.53,Low Risk
49,1038953,BREAD/BAKERY,4861.0,8.44,5.37,576,0.973,0.6362559241706162,B,23.42,82.5,Low Risk
25,913364,CLEANING,3705.0,7.56,6.77,490,0.8277,0.8955026455026455,B,29.57,82.5,Low Risk
45,1916165,PRODUCE,4675.0,8.64,5.04,541,0.9139,0.5833333333333333,B,21.99,82.48,Low Risk
47,1909699,GROCERY I,4922.0,8.41,5.39,585,0.9882,0.6409036860879904,B,23.54,82.44,Low Risk
44,1239918,DAIRY,4717.0,8.08,5.93,584,0.9865,0.7339108910891089,B,25.89,82.43,Low Risk
45,1660188,PRODUCE,4590.0,8.58,5.12,535,0.9037,0.5967365967365967,B,22.33,82.39,Low Risk
49,556698,BEVERAGES,4784.0,8.5,5.24,563,0.951,0.6164705882352941,B,22.87,82.35,Low Risk
25,1422837,DAIRY,4116.0,7.92,6.17,520,0.8784,0.7790404040404041,B,26.92,82.33,Low Risk
44,1903500,MEATS,4639.601,8.37,5.43,554,0.9358,0.6487455197132617,B,23.69,82.31,Low Risk
25,841842,GROCERY I,3523.0,7.68,6.54,459,0.7753,0.8515625,B,28.57,82.3,Low Risk
47,1411065,GROCERY I,4905.0,8.7,4.9,564,0.9527,0.5632183908045978,B,21.4,82.28,Low Risk
45,1179109,GROCERY I,4945.0,8.44,5.31,586,0.9899,0.6291469194312796,B,23.2,82.27,Low Risk
47,464333,GROCERY I,4985.0,8.51,5.19,586,0.9899,0.609870740305523,B,22.66,82.21,Low Risk
47,1342008,GROCERY I,4204.0,8.15,5.76,516,0.8716,0.7067484662576686,B,25.14,82.18,Low Risk
47,2031309,PRODUCE,4649.0,8.16,5.74,570,0.9628,0.7034313725490197,B,25.08,82.17,Low Risk
45,105737,GROCERY I,4726.0,8.16,5.73,579,0.978,0.7022058823529412,B,25.02,82.16,Low Risk
47,1239789,DAIRY,4172.0,8.43,5.3,495,0.8361,0.6287069988137604,B,23.15,82.15,Low Risk
47,1961293,PRODUCE,3103.0,7.96,6.06,390,0.6588,0.7613065326633165,B,26.46,82.15,Low Risk
25,123347,DAIRY,3748.0,7.38,6.98,508,0.8581,0.94579945799458,B,30.48,82.12,Low Risk
49,1920117,GROCERY I,4238.0,8.09,5.84,524,0.8851,0.7218788627935723,B,25.47,82.09,Low Risk
49,2013309,BEVERAGES,2857.0,9.01,4.32,317,0.5355,0.47946725860155387,B,18.87,81.96,Low Risk
44,957098,DAIRY,4850.0,9.05,4.26,536,0.9054,0.4707182320441988,B,18.61,81.95,Low Risk
45,364834,GROCERY I,4982.0,8.46,5.21,589,0.9949,0.6158392434988179,B,22.74,81.94,Low Risk
47,1119217,CLEANING,4659.0,8.25,5.54,565,0.9544,0.6715151515151515,B,24.19,81.91,Low Risk
49,764439,GROCERY I,4629.0,7.99,5.94,579,0.978,0.7434292866082604,B,25.92,81.89,Low Risk
47,1913230,CLEANING,4792.0,8.28,5.47,579,0.978,0.6606280193236715,B,23.88,81.81,Low Risk
47,1161556,BEVERAGES,3931.0,7.74,6.33,508,0.8581,0.8178294573643411,B,27.63,81.8,Low Risk
47,634009,MEATS,4504.446,7.97,5.95,565,0.9544,0.7465495608531996,B,25.98,81.78,Low Risk
47,2048406,GROCERY I,2284.0,8.99,4.32,254,0.4291,0.4805339265850946,B,18.84,81.78,Low Risk
45,594045,BREAD/BAKERY,4164.0,7.68,6.41,542,0.9155,0.8346354166666667,B,27.96,81.74,Low Risk
45,996613,MEATS,4951.852,8.55,5.01,579,0.978,0.5859649122807017,B,21.86,81.73,Low Risk
47,841614,CLEANING,4486.0,7.67,6.43,585,0.9882,0.8383311603650586,B,28.05,81.73,Low Risk
44,939129,DAIRY,4292.0,8.16,5.64,526,0.8885,0.6911764705882353,B,24.61,81.73,Low Risk
45,1966629,PRODUCE,3143.0,7.52,6.67,418,0.7061,0.886968085106383,B,29.1,81.73,Low Risk
49,1976260,BEVERAGES,2570.0,7.41,6.84,347,0.5861,0.923076923076923,B,29.88,81.72,Low Risk
44,1354390,GROCERY I,5021.0,8.54,5.02,588,0.9932,0.5878220140515222,B,21.93,81.7,Low Risk
44,1464065,BEVERAGES,4842.0,8.76,4.67,553,0.9341,0.5331050228310502,B,20.39,81.69,Low Risk
49,2012591,GROCERY I,2401.0,7.87,6.09,305,0.5152,0.7738246505717916,B,26.58,81.69,Low Risk
49,743494,CLEANING,4556.0,8.68,4.78,525,0.8868,0.5506912442396313,B,20.87,81.62,Low Risk
44,1309856,CLEANING,4093.0,8.19,5.57,500,0.8446,0.6800976800976801,B,24.3,81.61,Low Risk
47,1060036,BEVERAGES,3293.0,7.48,6.68,440,0.7432,0.8930481283422459,B,29.15,81.54,Low Risk
49,1463767,BEVERAGES,4599.0,8.0,5.85,575,0.9713,0.73125,B,25.53,81.52,Low Risk
47,1239795,DAIRY,5014.0,8.54,4.96,587,0.9916,0.5807962529274006,B,21.66,81.46,Low Risk
45,158788,CLEANING,4020.0,7.4,6.79,543,0.9172,0.9175675675675675,B,29.63,81.46,Low Risk
47,213066,GROCERY I,4884.0,8.77,4.6,557,0.9409,0.5245153933865451,B,20.07,81.45,Low Risk
47,2013309,BEVERAGES,2845.0,8.67,4.74,328,0.5541,0.5467128027681661,B,20.71,81.43,Low Risk
44,2018273,BEVERAGES,2088.0,8.03,5.77,260,0.4392,0.7185554171855542,B,25.19,81.41,Low Risk
47,1146803,GROCERY I,5028.0,8.9,4.38,565,0.9544,0.4921348314606741,B,19.11,81.4,Low Risk
